Order;families;genus;subspeciesname;distribution;latD;logD;publication;UTM corrected
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,09589;25,38554;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU58
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,50201;23,58003;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE33
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,18789658;25,66266355;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU79
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,38196;24,95831;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LV11
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,26179;25,27852;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LV40
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,34757913;24,45160654;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV61
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,32747;24,73033;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV91
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,512;24,01229;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;krtcha
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,36257;24,2606;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV51
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,32731222;25,33351059;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LV40
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,10912542;25,79279989;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU88
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,10912542;25,79279989;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU88
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,2359698;24,16194214;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV40
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,55009;24,08442;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV33
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,51374;23,60833;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE33
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,2097;25,33762;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU49
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,53505;24,11643;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV33
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,04405;25,45532;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU57
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,1885;24,55361;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KU79
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,27608;23,66893;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE40
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,32677065;24,27992474;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV51
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,1911531;24,465282;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KU69
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,16368593;25,64811548;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU79
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,19955;25,46959;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU69
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,17857;24,44353;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KU69
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;34,9957;24,75464;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KU97
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,3764829;24,73898656;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV91
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,21333;25,52111;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU69
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,26342;25,42305;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LV50
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,22683276;24,66805976;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV80
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,30960356;24,62892128;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV80
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,58410357;24,14048821;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV33
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,28333;24,058;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV30
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,20511248;24,84110995;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU09
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,33333;23,9;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE61
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,33333;23,9;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE61
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,41895558;23,84987836;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE52
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,18875645;24,39825022;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KU69
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,51718;23,90673;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE63
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,35033239;23,58611731;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE31
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,25619;25,38643;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LV50
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,37541514;23,85254002;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE51
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,15019466;24,46624296;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KU69
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,56156;23,75498;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE43
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,28904;23,78309;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE50
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,19502658;26,27559131;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU69
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,05304;25,88274;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LU97
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,28461;25,54125;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LV60
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,29842727;24,8389204;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;LV00
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,42025;23,56964;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE32
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,48789;24,0606;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;KV33
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,513921;23,77941;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;GE43
Araneae;Agelenidae;Maimuna;Maimuna cretica;Kriti;35,07954;25,94258;Bosmans, R., Van Keer, J., Russell-Smith, A., Kronestedt, T., Alderweireldt, M., Bosselaers, J. & De Koninck, H.,2013: Spiders of Crete (Araneae). A catalogue of all currently known species from the Greek island of Crete. .Arachnological Contributions. Ne;MU08
