assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
70624651,68450152,Parnassiana coracis,Vulnerable,D2,2016,2015-04-17 00:00:00 UTC,3.1,English,"The Vardousia Greek Bush-cricket (<em>Parnassiana coracis</em>) is endemic to Greece, and is only found on Mt. Vardousia in the Greek mainland. This species is assessed as Vulnerable since it occurs at only one location, and any changes to the grazing regime of the mountain slopes where it occurs&#160;could drive the species to become Critically Endangered or Extinct in a very short time.&#160;Further research is needed on this bush-cricket, particularly into the population size and trend, its ecology and threats.&#160;Proper management of the grazing regime is needed to protect the species.<p></p>","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,400-2,000 m Asl.","This species' habitat is grazed by livestock (lately including cattle), and any changes in the grazing regime may negatively affect it.&#160;Taking into account&#160;the extent of the effects of grazing and the distribution of this species, it is considered to occur at only one location.","Greek bush-crickets tend to hide in bushes and shrubs and are not easy to monitor. Density estimates for this species have not been carried out yet,&#160;and there is no available information on the population trend. Some <em>Parnassiana</em> species were more common than they are now, but due to taxonomic problems it remains unknown, whether this trend applies to this bush-cricket.",Unknown,"The Vardousia Greek Bush-cricket is endemic to Greece, and is only found on Mt. Vardousia in the Greek mainland (Willemse and Willemse 2008). Pending further taxonomic investigations, the distribution of this species may prove to include some more mountains adjoining Mt. Vardousia (Mts. Iti and Tymphrestos) (Willemse and Willemse 2008). This species' extent of occurrence (EOO) is estimated to be 25 km².",The species is not utilized.,Terrestrial,"No conservation measures are in place for this species, but it is found in at least one protected area. Prior to any conservation measures, research is needed on this bush-cricket, particularly into the population size and trend, its ecology and threats. Proper management of the grazing regime is needed to protect the species.",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624666,68450165,Parnassiana dirphys,Vulnerable,D2,2016,2015-04-17 00:00:00 UTC,3.1,English,"The Dirphys Greek Bush-cricket (<em>Parnassiana dirphys</em>) is endemic to Greece, and is only known from Mt. Dirphys on the island of Euboea. This species is assessed as Vulnerable since it only occurs at one location, and any changes in the grazing regime on the mountain slopes where it occurs (especially abandonment), could drive the species to become Critically Endangered or Extinct in a very short time.&#160;Further research is needed on this bush-cricket, particularly into the population size and trend, its ecology and threats. Careful management of the grazing regime is needed to preserve this species.<p></p>","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,200-1,400 m Asl.","The mountain slopes where this species is found are grazed by sheep during the summer, and any changes in the grazing regime (especially abandonment) pose a threat to the habitat.&#160;Taking into account&#160;the extent of the effects of grazing and the distribution of this species, it is considered to occur at only one location.<p></p>","This species tends to hide in bushes and shrubs and is not easy to monitor.&#160;Density estimates for this species have not been carried out yet,&#160;and there is no available information on the population trend.",Unknown,"The Dirphys Greek Bush-cricket is endemic to Greece, and is only known from Mt. Dirphys on the island of Euboea (Willemse 1980). This species' extent of occurrence (EOO) is 25 km².",The species is not utilized.,Terrestrial,"No conservation measures are in place for this species, but it occurs in at least one protected areas. Prior to any conservation measures, further research is needed on this bush-cricket, particularly into the population size and trend, its ecology and threats. Careful management of the grazing regime is needed to preserve this species.",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624681,68450223,Parnassiana fusca,Vulnerable,D2,2016,2015-04-18 00:00:00 UTC,3.1,English,"The Tawny Greek Bush-cricket (<em>Parnassiana fusca</em>) is endemic to Greece, where it is only known from Mt. Taygetos which is situated in the southern tip of the Peloponnesus. This species is assessed as Vulnerable since it has a restricted geographic range (area of occupancy (AOO) is 20&#160;km²),&#160;occurs at only one location, and any changes in the grazing regime (e.g. abandonment, intensification) of the mountain slopes where it occurs&#160;could drive the species to become Critically Endangered or Extinct in a very short time.&#160;Further research is needed on this bush-cricket, particularly into the population size and trend, its ecology and threats.&#160;The local grazing regime needs to be carefully managed to preserve the species.","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species has been found at elevations of 1,700-2,200 m Asl on Mt. Taygetos.","The mountain slopes where this species is found are grazed by sheep and goats during the summer, and any changes in the grazing regime (abandonment or intensification) could severely threaten this species. Taking into account the extent of the effects of grazing and the distribution of the species, it is considered to occur at only one location.","This species tends to hide in bushes and shrubs and is not easy to monitor.&#160;Density estimates for this species have not been carried out yet,&#160;and there is no available information on the population trend.",Unknown,"The Tawny Greek Bush-cricket is endemic to Greece, where it is only known from Mt. Taygetos which is situated in the southern tip of the Peloponnesus (Willemse 1973, Willemse 1980). This species' extent of occurrence (EOO) is 25 km², and its maximum area of occupancy (AOO) is 20 km².<sup><br/></sup>",The species is not utilized.,Terrestrial,"No conservation measures are in place for this species, but it occurs in at least one protected area.&#160;Further research is needed on this bush-cricket, particularly into the population size and trend, its ecology and threats. The local grazing regime needs to be carefully managed to preserve the species.",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624696,68450237,Parnassiana gionica,Critically Endangered,"B1ab(iii,v)",2016,2015-04-18 00:00:00 UTC,3.1,English,"The Giona Greek Bush-cricket (<em>Parnassiana gionica</em>) is endemic to Greece and is only known from Mt. Giona in central mainland Greece. This species is assessed as Critically Endangered since it has a restricted geographic range (extent of occurrence (EOO) is 25 km²), occurs at only one location, and there is an inferred continuing decline in the number of mature individuals and in the extent and quality of its habitat, due to mining practices (quarrying) and livestock grazing.&#160;Further research is needed on this bush-cricket, particularly into the population size and trend, its ecology and threats. Quarrying practices on Mt. Giona should be stopped to protect the habitat of this species.&#160;The grazing regime needs to be carefully managed and habitat needs to be restored.<p></p>","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species has been found at elevations of 1,700-1,800 m asl on Mt. Giona.","This species is threatened by quarrying practices on Mt. Giona, which are extremely destructive to this species' habitat (and cause noise disturbances). In addition, Mt. Giona is used for grazing in the summer, and changes in the grazing regime may also threaten this bush-cricket.&#160;Taking into account&#160;the extent of the effects of mining practices and grazing, and the distribution of this species, it is considered to occur at only one location.<p></p>","This species tends to hide in bushes and shrubs and is not easy to monitor.&#160;Density estimates for this species have not been carried out yet,&#160;and there are no available data on population trends. A continuing decline in the extent and quality of habitat as well as in the number of mature individuals is inferred from the destruction of the species' habitat by quarrying practices.",Decreasing,"The Giona Greek Bush-cricket is endemic to Greece and is only known from Mt. Giona in central mainland Greece (Willemse 1980, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 25 km²<sup></sup>.",The species is not utilized.,Terrestrial,"No conservation measures are in place for this species, but it is found in at least one protected area.&#160;Further research is needed on this bush-cricket, particularly into the population size and trend, its ecology and threats. Quarrying practices on Mt. Giona should be stopped to protect the habitat of this species. The grazing regime needs to be carefully managed and habitat needs to be restored.",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624711,68450241,Parnassiana menalon,Critically Endangered,"B1ab(iii,v)",2016,2015-04-18 00:00:00 UTC,3.1,English,"The Menalon Greek Bush-cricket (<em>Parnassica menalon</em>) is endemic to Greece and is only known from Mt. Menalon in the central part of the Peloponnesus. This species is assessed as Critically Endangered since it has a restricted geographic range (area of occupancy is 20 km² and extent of occurrence is 25 km²), it occurs at only one location, and there is a continuing decline in the number of mature individuals and in the extent and quality of its habitat, due to the negative effects of skiing activities and expansion of forest habitats. Climate change may pose a future threat to this species due to its restricted altitudinal range. Further research is needed on this species, particularly into the population size and trend, its ecology and threats.&#160;In addition, proper management of the habitat is required, focusing on the skiing activities and maintaining the open landscape.","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species has been found at altitudes above 1,550 m on Mt. Menalon.","The mountain slopes where this species is found are used for skiing in the winter. The expansion of the ski centre in the area is under discussion, and this would negatively affect this species. An increase in forested areas in this species' range also poses a threat.&#160;Taking into account&#160;the extent of the effects of skiing activities and afforestation practices, and the distribution of this species, it is considered to occur only one location. Climate change is a potential future threat, given the narrow altitudinal range of this bush-cricket.","There is a continuing decline in the population due to the ongoing threats to the habitat of this species, particularly skiing activities and the expansion of forested areas.",Decreasing,"The Menalon Greek Bush-cricket is endemic to Greece and is only known from Mt. Menalon in the central part of the Peloponnesus (Willemse 1980). This species' extent of occurrence (EOO) is 25 km², and its maximum area of occupancy (AOO) is 20 km².",The species is not utilized.,Terrestrial,"No conservation measures are in place for this species, but it occurs in at least one protected area.&#160;Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper management of the habitat is required, focusing on the skiing activities and maintaining the open landscape.",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624738,68450251,Parnassiana nigromarginata,Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",2016,2015-04-18 00:00:00 UTC,3.1,English,"The Akarnanika Greek Bush-cricket (<em>Parnassiana nigromarginata</em>) is endemic to Greece and is only known from Mt. Akarnanika, in the extreme southwestern part of the Greek Mainland. This species is assessed as Critically Endangered since it has a restricted geographic range (maximum extent of occurrence is 25 km², area of occupancy is 4-10 km²), occurs at only one location, and there is a continuing decline&#160;in the number of mature individuals and the extent and quality of the habitat, due to&#160;intensive grazing and, possibly, climate change.&#160;Further research is needed on this species, particularly into the population size and trend, its ecology and threats.","This short-winged species was discovered in 1986 at elevations of 1,000-1,450 m Asl on Mt. Akarnanika. It is found on open, more or less rocky slopes covered with herbs, tussocks of grass and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs.","Contrary to other <em>Parnassiana </em>species, this bush-cricket occurs in a relatively low mountain range (1,598 m asl). Since it is not able to shift its distributions upwards, this species is assumed to be threatened by climate change. In addition, this species' range is heavily grazed by sheep, goats and pigs, which is likely to have caused its decline.&#160;Taking into account&#160;the extent of the effects of climate change and grazing, and the distribution of this species, it is considered to occur only one location.<p></p>","This species has a very small population size, and it is inferred that there is a continuing decline in the number of individuals caused by intensive grazing.",Decreasing,"The Akarnanika Greek Bush-cricket is endemic to Greece and is only known from Mt. Akarnanika, in the extreme southwestern part of the Greek Mainland (Willemse and Willemse 1987). This species' extent of occurrence (EOO) is 25 km², and its area of occupancy (AOO) is between 4 and 10 km².",The species is not utilized.,Terrestrial,"No conservation measures are in place for this species, and it does not occur in any protected areas. There is a strong need for research on this species, particularly into the population size and trend, its ecology and threats. A proper management of the local grazing regime is required to preserve this species.",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624763,68450271,Parnassiana panaetolikon,Critically Endangered,B1ab(v),2016,2015-04-19 00:00:00 UTC,3.1,English,"The Panaitoliko Greek Bush-cricket (<em>Parnassiana panaetolikon</em>)&#160;is endemic to Greece, and is only known from Mt. Panaitolikon in the southwestern part of the Greek mainland.&#160;This species is assessed as&#160;Critically Endangered since it has a very restricted geographic range (extent of occurrence is <em>ca</em> 25 km²), it occurs at only one location, and there is an inferred continuing decline in the number of mature individuals, as it has become very rare and difficult to find recently.&#160;Even though the decline of this species is not well understood, it is known that the mountain slopes where it occurs are grazed by sheep and goats during the summer, and any changes to the grazing regime such as intensification or abandonment would be likely to affect this bush-cricket. Further research is needed on this species, particularly into the population size and trend, its ecology and threats.&#160;In addition, proper monitoring and management of the grazing regime is required to protect this species.<p></p>","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,400-1,600 m asl.","The reasons for the decline of this species are poorly understood. The mountain slopes where this species is found are used for grazing by sheep and goats during the summer, and any changes to the grazing regime (intensification, abandonment) could significantly affect it.&#160;Taking into account&#160;the extent of the effects of the grazing and the distribution of this species, it is considered to occur at only one location.","This bush-cricket tends to hide in bushes and shrubs and is not easy to monitor. Density estimates for this species have not been carried out yet, but it has become very rare and has been even more difficult to find recently. This species is therefore assumed to be in continuous decline.&#160;<p></p>",Decreasing,"The Panaitoliko Greek Bush-cricket is endemic to Greece, and is only known from Mt. Panaitolikon in the southwestern part of the Greek mainland (Willemse 1980). This species' extent of occurrence (EOO) is 25 km², and its area of occupancy (AOO) between 8 and 20 km².",The species is not utilized.,Terrestrial,"No conservation measures are in place for this species, but it occurs in at least one protected area. Prior to any conservation measures, further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper monitoring and management of the grazing regime is required to protect this species.",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624784,68450303,Parnassiana parnassica,Critically Endangered,"B1ab(iii,v)",2016,2015-05-23 00:00:00 UTC,3.1,English,"The Parnassos Greek Bush-cricket (<em>Parnassiana parnassica</em>) is endemic to Greece, and is known from two mountains in the southeastern part of the Greek mainland. This species is assessed as Critically Endangered since it has a very restricted geographic range (extent of occurrence (EOO) is 40 km²), the population is severely fragmented, and there is an inferred continuing decline in the number of mature individuals and in the extent and quality of the habitat, due to grazing and skiing activities. Further research is needed on this species, particularly into the population size and trend, its ecology and threats.","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,500-1,750 m Asl.","This species occurs in an area which is affected by skiing activities (Mt. Parnassos). Furthermore, it occurs in areas grazed by sheep and goats; any changes to the grazing regime (intensification, introduction of cattle grazing, abandonment) may negatively affect the species.","Greek bush-crickets tend to hide in bushes and shrubs and are not easy to monitor. Density estimates for this species have not been carried out yet and there is no available information on the population trend. However, the population is assumed to be in decline due to the ongoing threats to its habitat (grazing and skiing activities). The subpopulations are small and isolated, with no or little genetic exchange between them (this bush-cricket is flightless), and the population is therefore considered to be severely fragmented.",Decreasing,"The Parnassos Greek Bush-cricket is endemic to Greece, and is known from two mountains in the southeastern part of the Greek mainland (Willemse 1980, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 40 km², and its area of occupancy (AOO) is estimated to be 12-40 km².",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species, but it occurs in at least one protected area -&#160;Mount Parnassos has been a National Park since 1938. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. The habitat of this species, particularly the grazing and skiing activities, needs to be properly managed.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624834,68450311,Parnassiana parnon,Vulnerable,D2,2016,2015-04-19 00:00:00 UTC,3.1,English,"The Parnon Greek Bush-cricket (<em>Parnassiana parnon</em>) is endemic to Greece and is only known from Mt. Parnon in the southeastern part of the Peloponnesus. This species is assessed as Vulnerable since it has a restricted geographic range (maximum area of occupancy (AOO) is 20 km²), it occurs at only one location, and any changes to the grazing regime in its range&#160;could drive the species to become Critically Endangered or Extinct in a very short time.&#160;Further research is needed on this species, particularly into the population size and trend, its ecology and threats.&#160;The local grazing regime needs to be adequately managed to preserve this species.","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,500-1,935 m Asl.","The mountain slopes where this species is found are used for grazing by sheep and goats during the summer, and any change in the grazing regime (abandonment, intensification) would pose a significant threat to this species' habitat.&#160;Taking into account&#160;the extent of the effects of grazing and the distribution of this species, it is considered to occur at only one location.",Greek bush-crickets tend to hide in bushes and shrubs and are not easy to monitor. Density estimates for this species have not been carried out yet and there is no available information on the population trend.,Unknown,"The Parnon Greek Bush-cricket is endemic to Greece and is only known from Mt. Parnon in the southeastern part of the Peloponnesus (Willemse 1980). This species' extent of occurrence (EOO) is 25 km², and its maximum area of occupancy (AOO) is 20 km².",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed, particularly into the population size and trend, its ecology and threats. The local grazing regime needs to be adequately managed to preserve this species. <br/></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624861,68450318,Parnassiana tenuis,Vulnerable,D2,2016,2015-04-19 00:00:00 UTC,3.1,English,"The Slim Greek Bush-cricket (<em>Parnassiana tenuis</em>) is endemic to Greece and is only found in a small area in the Pindus Mountains in the western part of the Greek mainland. This species is assessed as Vulnerable since it only occurs at three locations and&#160;any changes to the grazing regime (introduction of cattle, intensification, abandonment) in its range&#160;could drive the species to become Critically Endangered or Extinct in a very short time.&#160;Further research is needed on this species, particularly into the population size and trend, its ecology and threats. An appropriate management of the local grazing regime is required to preserve this species.","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,450-2,200 m Asl.","The mountain slopes where this species is found are used for grazing by sheep and goats during the summer, and any change in the grazing regime (introduction of cattle grazing, abandonment, intensification) would pose a significant threat to this species.&#160;Taking into account&#160;the extent of the effects of grazing and the distribution of this species, it is considered to occur at three locations.",Greek bush-crickets tend to hide in bushes and shrubs and are not easy to monitor. Density estimates for this species have not been carried out yet and there is no available data on the population trend.,Unknown,"The Slim Greek Bush-cricket is endemic to Greece and is only found in a small area in the Pindus Mountains in the western part of the Greek mainland (Heller and Willemse 1989, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 170 km², and its known area of occupancy (AOO) is 20 km².",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed, particularly into the population size and trend, its ecology and threats. An appropriate management of the local grazing regime is required to preserve this species. <br/></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624888,68450364,Parnassiana tymphiensis,Endangered,"B1ab(iii,v)+2ab(iii,v)",2016,2015-04-19 00:00:00 UTC,3.1,English,"The Tymphi Greek Bush-cricket (<em>Parnassiana tymphiensis</em>) is endemic to Greece, and is only known to occur in a small mountainous area in the northwestern part of the Greek mainland. This species is assessed as Endangered since it has a restricted geographic range (extent of occurrence (EOO) is 706 km², area of occupancy (AOO) is 24-100 km², it occurs at only four locations, and there is a continuing decline in the number of individuals and the extent and quality of the habitat caused by livestock grazing (sheep and cattle). Further research is needed on this species, particularly into the population size and trend, its ecology and threats.","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. This short-winged species is found at elevations between 1,200-1,900 m Asl, and tends to hide in bushes and small spiny shrubs and herbs (like thistles).","The mountain slopes where this species is found are grazed by sheep in the summer (and in recent years also by cattle), which poses a threat to its habitat. Taking into account the extent of the effects of grazing and the distribution of this species, it is considered to occur at four locations.",The population of this species is declining due to the ongoing deterioration of its habitat (as a result of grazing).,Decreasing,"The Tymphi Greek Bush-cricket is endemic to Greece, and is only known to occur in a small mountainous area in the northwestern part of the Greek mainland (Willemse 1973, Willemse 1980, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 706 km², and its area of occupancy (AOO) is between 24 and 100 km².",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed, particularly into the population size and trend, its ecology and threats.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624904,68450372,Parnassiana tymphrestos,Endangered,"B1ab(iii,v)+2ab(iii,v)",2016,2015-04-20 00:00:00 UTC,3.1,English,"The Tymphrestos Greek Bush-cricket (<em>Parnassiana tymphrestos</em>)&#160;is endemic to Greece where it is found on Mount Tymphrestos and Mount Iti in Central Greece. This species is assessed as Endangered since it has a restricted geographic range (extent of occurrence (EOO) is 188 km², area of occupancy (AOO) between 28 and 100 km²), it occurs at only two locations, the population is severely fragmented, and there is a continuing decline in the number of mature individuals and the extent and quality of its habitat, due to&#160;livestock grazing (lately including cattle) and skiing activities.&#160;Further research is needed on this species, particularly into the population size and trend, its ecology and threats.&#160;Part of the mountains should be set aside as livestock-free zones, and these zones should be monitored to ensure no livestock are allowed to graze there.","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. This short-winged species is found at elevations between 1,500-1,900 m Asl, and tends to hide in bushes and small spiny shrubs and herbs (like thistles).","A ski centre in the range of this species may affect it negatively, and skiing activities are considered a threat. In addition, the mountain slopes where this species is found are used for grazing by sheep&#160;(and in recent years also by cattle) in the summer - which poses a threat to the species' habitat, which has been strongly degraded in recent years.&#160;Taking into account&#160;the extent of the effects of the threats and the distribution of this species, it is considered to occur at only two locations.<p></p>",The subpopulations are isolated with no or little genetic exchange between them and this species is therefore considered to be severely fragmented.This species has a decreasing population size caused by the ongoing deterioration of its habitat due to grazing and skiing activities in its range.,Decreasing,"The Tymphrestos Greek Bush-cricket is endemic to Greece where it is found on Mount Tymphrestos and Mount Iti in Central Greece (Willemse 1980). This species' extent of occurrence (EOO) is 188 km², and its area of occupancy (AOO) between 28 and 100 km².",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed, particularly into the population size and trend, its ecology and threats. A careful management of the local grazing regime is needed to preserve this species. <br/></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624951,68451909,Pholidoptera lucasi,Endangered,"B1ab(iii,v)",2016,2015-04-20 00:00:00 UTC,3.1,English,"The Lucas' Dark Bush-cricket (<em>Pholidoptera lucasi</em>) is endemic to Greece and is only found in two mountainous areas in the eastern part of the mainland (Mt. Pelion) and the island of Euboea (Mt. Dirfi). This species is assessed as Endangered since it has a restricted geographic range (extent of occurrence (EOO) is 64 km²), it occurs at between two and five locations, and there is an inferred continuing decline in&#160;the extent and quality of its habitat as well as in the number of mature individuals, due to the increased frequency of wildfires throughout its range.&#160;Further research is needed on this species, particularly into the population size and trend, its ecology and threats.&#160;In addition, proper fire management is needed to avoid any future declines in the population.","This species was collected in a forested area where it was found in an open space covered mainly by ferns,&#160;at elevations of 900-1,100 m Asl.","Wildfires are common throughout the range of this species. Between 2007 and 2010, in particular, some large wildfires might have affected it.&#160;Taking into account&#160;the extent of the effects of wildfires and the distribution of the species, it is considered to occur at between two and five locations.<p></p>","This species has only been observed and collected a few times. A continuing decline in the extent and quality of its habitat, as well as the number of mature individuals is inferred from the recent increase in wildfire frequency in its range.",Decreasing,"The Lucas' Dark Bush-cricket is endemic to Greece and is only found in two mountainous areas in the eastern part of the mainland (Mt. Pelion) and the island of Euboea (Mt. Dirfi) &#160;(Willemse 1976, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 64 km².",The species is not utilized.,Terrestrial,"No conservation measures are in place for this species, but it occurs in at least one protected area.&#160;Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper fire management is needed to avoid any future declines in the population.<br/><p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
70624978,44698034,Rhacocleis agiostratica,Data Deficient,,2016,2015-04-22 00:00:00 UTC,3.1,English,"The Agiostrati Bush-cricket (<em>Rhacocleis agiostratica</em>) is endemic to Greece, and is only known from the northern Aegean islets of Agios Efstratios and nearby Lemnos. This species is&#160;only known from a few juvenile specimens collected in 1936, and has not been recorded since then. This species is assessed as Data Deficient in view&#160;of the absence of information on its population size and trend, habitat requirements, and threats.&#160;Moreover, given that the original description was based on juvenile specimens, further research is needed on the taxonomy of this species.",There is no information on the habitat and ecology of this species.,Threats to this species are unknown.,Nothing is known about the population size and trend.,Unknown,"The Agiostrati Bush-cricket is endemic to Greece, and is only known from the northern Aegean islets of Agios Efstratios and nearby Lemnos (Willemse 1982). After it was first recorded in 1936 it has not been reported again. This species' maximum extent of occurrence (EOO) is estimated to be <em>ca</em> 1,300 km², and the maximum area of occupancy (AOO) is estimated to be <em>ca</em> 520 km².",The species is not utilized.,Terrestrial,"This species has not been observed or collected&#160;since its discovery in 1936, and it is unknown whether it occurs in any protected areas. The first necessary step is to reconfirm its presence on&#160;the islands of Agios Efstratios and Lemnos. Given that the&#160;original description was based on juvenile specimens, more data is needed to confirm its taxonomic status. Further research is needed into the population size and trend, ecology and threats.<p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
70625066,44698051,Rhacocleis crypta,Vulnerable,D2,2016,2015-04-24 00:00:00 UTC,3.1,English,"The Gavrogo Bush-cricket (<em>Rhacocleis crypta</em>) is endemic to Greece, and has only been found in a single mountain in central Greece.&#160;This species is assessed as Vulnerable since it has a restricted geographic range (area of occupancy is 4-10 km²), it occurs at only one location, and any changes in grazing intensity (abandonment or intensification) in the area&#160;could drive the species to become Critically Endangered or Extinct in a very short time. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper management of the local land use is needed to preserve this species.","This bush-cricket species<em>&#160;</em>is found on dry mountain slopes, predominantly covered by rocks and stones between 1,500 m and 1,800 m Asl. Vegetation is comparatively poor with few, often coniferous, shrubs or trees, few herbs and tufts of grasses. The habitat contains a large number of more or less loose stones, as well as firmly embedded rocks with abundant cavities and crevices. Some of these spots are almost devoid of vegetation or with only a few scattered tufts of, e.g., <em>Thymus </em>species. This bush-cricket was observed mainly along the stony banks of a rough mountain road, commonly hiding under stones and occasionally also found in the open. The coloration of the specimens fits perfectly with the white grey color of the local limestones. Few specimens were observed and most of them were subadult on 2-3<sup></sup> August, 2003. In captivity, they became adult after about two weeks and start to sing and mate about ten days later.","The area where this species is found is grazed by livestock in the summer, and any changes in the grazing regime (abandonment or intensification) may negatively affect it.&#160;Taking into account&#160;the extent of the effects of livestock grazing and the distribution of the species, it is considered to occur at only one location.<p></p>","This flightless species was only discovered in 2003 on Mt. Gavrogo, and has not been collected elsewhere or monitored on Mt. Gavrogo&#160;since then.&#160;There is no data on the population size and the population trend.",Unknown,"The Gavrogo Bush-cricket is endemic to Greece, and has only been found in a single mountain in central Greece (Willemse and Willemse 2005). This species' extent of occurrence (EOO) is 25 km², and its area of occupancy (AOO) is between 4 and 10 km².",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed into the population size and trend, ecology and threats. In addition, proper management of the local land use is needed to preserve this species. <br/></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
70625081,44698053,Rhacocleis derrai,Vulnerable,D2,2016,2015-04-26 00:00:00 UTC,3.1,English,"The Cretan Bush-cricket (<em>Rhacocleis derrai</em>)&#160;is endemic to Greece and is only found in the eastern part of Crete. This species is assessed as Vulnerable since it has a restricted geographic range (area of occupancy (AOO) is between&#160;12 and 20 km²),&#160;it occurs at only two locations, and bushfires could drive the species to become Critically Endangered or Extinct in a very short time. Further research is needed on this species, particularly into the population size and trend, its ecology and threats.","This species has been recorded in rocky environments with maquis shrubland vegetation, including heath and leaf litter (Harz 1983).","<p>Bushfires are the major threat to this species.&#160;Taking into account the extent of the effects of bushfires and the distribution of the species, it is considered to occur at only two locations.</p><p></p>","<p>This species has only been observed and collected a few times, and there in no data on the population size and the population trend.</p>",Unknown,"The Cretan Bush-cricket is endemic to Greece and is only found in the eastern part of Crete (Harz 1983, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 41 km², and its area of occupancy (AOO) is between 12 and 20 km².",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed into the population size and trend, its ecology and threats.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
